f_version;f_equipo;f_hor_plan_s;f_hor_ter_s;f_hor_dif_s;f_hor_cap_d;f_hor_cap_c;f_hor_act_d;f_hor_act_o_d;f_hor_act_o;f_nro_req_t;f_nro_inc_t;f_nro_req_n;f_nro_rec
1.20.0731;Siesa BI - Aliados;24;10;-14;0;0;0;0;0;1;0;0;0
1.20.0731;Siesa BI - MLB;564;400;-164;510;255;498;31;710;30;48;87;2
1.20.0731;Siesa FrameWork;1528;1705;177;1002;0;1648;16;273;50;19;74;5
1.20.0731;Siesa Interno;12;10;-2;0;0;0;0;0;4;0;13;0
1.20.0731;Siesa Migracion;1659;1783;124;985;0;1702;13;631;92;0;92;6
1.20.0731;Siesa Mobile;439;815;376;425;0;594;30;219;13;18;35;2
1.20.0731;Siesa Nuevos Proyectos ;95;194;99;250;0;353;7;111;13;1;12;1
1.20.0731;Siesa UI/UX;641;865;224;340;0;474;2;186;33;0;20;2
1.20.0731;SiesaEE CM - IRI;820;953;133;826;493;877;329;1072;61;12;91;4
1.20.0731;SiesaEE CM - MLB;2137;2427;290;1063;493;1981;678;1602;183;127;627;8
1.20.0731;SiesaEE FN - GC;376;161;-19;0;0;46;859;241;515;41;606;0
1.20.0731;SiesaEE FN y VH - IRI;842;985;143;708;0;1034;221;1063;57;0;55;5
1.20.0731;SiesaEE FN y VH - MLB;549;647;98;61;0;736;134;698;89;27;257;4
1.20.0731;SiesaEE GP y SST - IRI;355;326;-32;0;0;0;0;0;39;0;40;0
1.20.0731;SiesaEE GP y SST - MLB;58;107;49;0;0;1221;194;1290;5;4;31;0
1.20.0731;SiesaEE Nomina - IRI;1053;1252;195;0;0;967;228;1410;62;4;67;0
1.20.0731;SiesaEE Nomina - MLB;1805;2064;259;0;0;1530;322;1190;76;87;221;0
1.20.0731;SiesaEE POS - IRI;779;741;-38;227;510;485;79;967;17;0;27;1
1.20.0731;SiesaEE POS - MLB;1197;1448;251;1015;255;1830;231;1033;135;28;212;6
1.20.0731;SiesaFE Colombia;746;856;110;0;0;0;0;0;239;0;2292;0
1.20.0731;SiesaFE Colombia - Siesa 8.5;316;350;34;0;0;0;0;0;127;10;164;0
1.20.0731;Uno.8_5 BI - MLB;31;73;42;0;0;0;0;0;2;5;9;0
1.20.0731;Uno.8_5 CM - MLB;498;581;83;0;0;441;129;336;46;36;126;0
1.20.0731;Uno.8_5 FI - MLB;116;217;101;0;0;0;0;0;32;3;54;0
1.20.0731;Uno.8_5 FM - MLB;154;157;3;0;0;662;261;263;94;0;143;0
1.20.0731;Uno.8_5 NM - MLB;183;274;91;0;0;469;42;364;9;26;37;0
1.20.0731;UnoWeb Adm Espacios;9;14;5;0;0;0;0;0;1;3;13;0
1.20.0930;Siesa BI - MLB;787;489;-298;510;255;564;34;589;33;42;85;2
1.20.0930;Siesa FrameWork;794;952;158;1002;0;1346;187;370;42;7;66;5
1.20.0930;Siesa Interno;33;135;102;0;0;0;0;0;15;0;15;0
1.20.0930;Siesa Migracion;1837;1685;-152;993;0;1784;19;494;74;0;66;6
1.20.0930;Siesa Mobile;381;478;97;324;0;637;30;150;14;11;48;2
1.20.0930;Siesa Nuevos Proyectos ;75;104;29;250;0;208;0;109;5;1;12;1
1.20.0930;Siesa UI/UX;294;354;60;175;0;328;0;75;17;0;15;1
1.20.0930;SiesaEE CM - IRI;471;639;168;851;493;766;288;1250;25;17;56;4
1.20.0930;SiesaEE CM - MLB;2582;2886;304;1205;739;1896;805;1700;223;156;711;8
1.20.0930;SiesaEE FN - GC;352;180;-9;0;0;57;787;94;550;44;599;0
1.20.0930;SiesaEE FN y VH - IRI;996;871;-125;0;0;926;253;1168;57;0;48;0
1.20.0930;SiesaEE FN y VH - MLB;593;629;36;0;0;755;153;535;108;36;273;0
1.20.0930;SiesaEE GP y SST - IRI;208;310;98;0;0;0;0;0;15;0;19;0
1.20.0930;SiesaEE GP y SST - MLB;156;192;33;0;0;1232;265;919;2;9;40;0
1.20.0930;SiesaEE Nomina - IRI;885;989;97;0;0;833;231;1122;41;35;89;0
1.20.0930;SiesaEE Nomina - MLB;2149;2403;254;0;0;1577;359;934;90;80;186;0
1.20.0930;SiesaEE POS - IRI;675;635;-40;218;510;539;111;912;29;2;38;2
1.20.0930;SiesaEE POS - MLB;1279;1462;183;1013;255;1680;289;969;125;56;201;6
1.20.0930;SiesaFE Colombia;833;935;102;0;0;0;0;0;258;1;2639;0
1.20.0930;SiesaFE Colombia - Siesa 8.5;327;397;70;0;0;0;0;0;110;19;168;0
1.20.0930;Uno.8_5 BI - MLB;31;43;12;0;0;0;0;0;2;7;14;0
1.20.0930;Uno.8_5 CM - MLB;352;426;74;0;0;619;103;316;27;57;110;0
1.20.0930;Uno.8_5 FI - MLB;191;284;93;0;0;0;0;0;47;15;84;0
1.20.0930;Uno.8_5 FM - MLB;239;249;10;0;0;862;100;223;114;8;132;0
1.20.0930;Uno.8_5 NM - MLB;109;159;50;0;0;437;48;367;8;25;36;0
1.20.0930;UnoWeb Adm Espacios;159;134;-25;0;0;0;0;0;10;3;21;0
1.20.1130;Siesa BI - Aliados;125;8;-117;0;0;0;0;0;8;0;0;0
1.20.1130;Siesa BI - MLB;895;519;-374;365;246;343;30;983;40;19;87;2
1.20.1130;Siesa FrameWork;1157;1295;138;874;0;1362;15;501;50;11;71;5
1.20.1130;Siesa Interno;23;28;5;0;0;0;0;0;5;0;9;0
1.20.1130;Siesa Migracion;1427;1244;-183;959;0;1234;15;700;94;0;100;6
1.20.1130;Siesa Mobile;477;695;218;265;0;564;0;225;13;31;32;2
1.20.1130;Siesa Nuevos Proyectos ;4;6;2;0;0;0;0;0;2;1;7;0
1.20.1130;SiesaEE CM - IRI;261;462;201;800;476;896;281;1117;18;14;41;4
1.20.1130;SiesaEE CM - MLB;2386;2612;226;1118;714;1958;844;1852;253;139;576;9
1.20.1130;SiesaEE FN - GC;177;120;-14;0;0;126;852;274;432;43;497;0
1.20.1130;SiesaEE FN y VH - IRI;898;714;-184;0;0;814;129;1053;46;0;44;0
1.20.1130;SiesaEE FN y VH - MLB;443;487;46;0;0;858;213;1112;92;50;236;0
1.20.1130;SiesaEE GP y SST - IRI;111;135;23;0;0;0;0;0;8;0;17;0
1.20.1130;SiesaEE GP y SST - MLB;343;444;97;0;0;778;137;1551;21;13;21;0
1.20.1130;SiesaEE Nomina - IRI;695;891;190;0;0;914;236;1266;35;20;68;0
1.20.1130;SiesaEE Nomina - MLB;1387;1725;338;0;0;1540;277;1554;82;79;184;0
1.20.1130;SiesaEE POS - IRI;898;946;48;218;493;534;143;813;32;8;46;2
1.20.1130;SiesaEE POS - MLB;1153;1181;29;952;246;1479;147;964;94;49;144;6
1.20.1130;SiesaFE Colombia;726;748;23;0;0;70;0;10;215;0;2124;0
1.20.1130;SiesaFE Colombia - Siesa 8.5;403;480;77;0;0;0;0;0;118;34;149;0
1.20.1130;Uno.8_5 BI - MLB;57;81;24;0;0;0;0;0;4;7;12;0
1.20.1130;Uno.8_5 CM - MLB;258;320;62;0;0;449;70;457;32;34;88;0
1.20.1130;Uno.8_5 FI - MLB;178;241;63;0;0;0;0;0;48;14;86;0
1.20.1130;Uno.8_5 FM - MLB;203;217;14;0;0;719;110;394;101;6;133;0
1.20.1130;Uno.8_5 NM - MLB;172;210;38;0;0;477;76;285;20;23;56;0
1.20.1130;UnoWeb Adm Espacios;152;241;89;0;0;0;0;0;8;0;5;0
1.21.0129;Siesa BI - MLB;732;399;-332;485;242;428;48;781;40;20;78;2
1.21.0129;Siesa FrameWork;788;1010;222;1232;0;1411;15;501;32;5;43;5
1.21.0129;Siesa Migracion;675;844;169;1232;0;873;28;1019;87;0;133;5
1.21.0129;Siesa Mobile;325;447;122;203;0;466;7;314;8;21;29;2
1.21.0129;SiesaEE CM - IRI;293;319;26;1079;476;1352;88;1167;13;13;31;5
1.21.0129;SiesaEE CM - MLB;2116;2581;465;747;714;2289;471;2079;189;203;620;9
1.21.0129;SiesaEE FN - GC;520;442;-55;0;0;0;0;0;423;29;507;0
1.21.0129;SiesaEE FN y VH - IRI;1673;1045;-628;0;0;1110;18;736;49;1;53;0
1.21.0129;SiesaEE FN y VH - MLB;622;903;281;0;0;996;262;1153;73;49;219;0
1.21.0129;SiesaEE GP y SST - IRI;103;179;71;0;0;0;0;0;21;0;17;0
1.21.0129;SiesaEE GP y SST - MLB;485;605;117;0;0;975;258;1356;20;4;11;0
1.21.0129;SiesaEE Nomina - IRI;431;736;299;0;0;1030;207;1259;24;10;50;0
1.21.0129;SiesaEE Nomina - MLB;1709;1899;189;0;0;1706;477;1029;81;140;282;0
1.21.0129;SiesaEE POS - IRI;837;862;25;344;485;586;174;748;32;6;38;2
1.21.0129;SiesaEE POS - MLB;843;986;144;750;242;1370;145;1047;86;47;183;5
1.21.0129;SiesaFE Colombia;1010;1077;67;0;0;261;0;64;298;52;1070;0
1.21.0129;SiesaFE Colombia - Siesa 8.5;171;235;64;0;0;0;0;0;66;15;72;0
1.21.0129;Uno.8_5 BI - MLB;19;35;16;0;0;0;0;0;0;4;4;0
1.21.0129;Uno.8_5 CM - MLB;328;530;202;0;0;581;127;579;32;60;78;0
1.21.0129;Uno.8_5 FI - MLB;482;1009;527;0;0;0;0;0;43;25;66;0
1.21.0129;Uno.8_5 FM - MLB;130;136;6;0;0;627;58;513;61;6;56;0
1.21.0129;Uno.8_5 NM - MLB;109;148;39;0;0;484;62;319;4;32;52;0
1.21.0129;UnoWeb Adm Espacios;25;24;-1;0;0;0;0;0;4;6;16;0
1.21.0331;Siesa BI - MLB;420;200;-220;527;144;198;85;748;27;10;53;2
1.21.0331;Siesa FrameWork;992;1008;16;1054;263;1637;22;251;36;5;65;4
1.21.0331;Siesa Interno;6;6;0;0;0;0;0;0;2;0;2;0
1.21.0331;Siesa Migracion;1290;1374;84;1020;680;1299;23;668;172;0;182;3
1.21.0331;Siesa Mobile;317;420;103;212;0;466;5;335;13;17;29;2
1.21.0331;SiesaEE CM - IRI;1947;1955;8;1275;255;1673;27;903;29;13;48;6
1.21.0331;SiesaEE CM - MLB;2086;2577;491;1249;510;2525;761;1646;220;200;768;9
1.21.0331;SiesaEE FN - GC;188;155;-5;0;0;0;0;0;512;51;689;0
1.21.0331;SiesaEE FN y VH - IRI;544;547;3;0;0;1445;2;484;72;1;80;0
1.21.0331;SiesaEE FN y VH - MLB;812;1015;203;0;0;1314;421;498;102;47;300;0
1.21.0331;SiesaEE GP y SST - IRI;91;168;74;0;0;0;0;0;9;0;6;0
1.21.0331;SiesaEE GP y SST - MLB;480;230;-252;0;0;912;189;1172;15;7;32;0
1.21.0331;SiesaEE Nomina - IRI;533;756;211;0;0;994;252;1164;30;33;57;0
1.21.0331;SiesaEE Nomina - MLB;1390;1504;114;0;0;1912;440;645;66;197;316;0
1.21.0331;SiesaEE POS - IRI;952;930;-22;363;527;771;1;562;69;0;76;2
1.21.0331;SiesaEE POS - MLB;1017;1166;150;643;263;1431;154;899;174;89;314;5
1.21.0331;SiesaFE Colombia;1521;1616;97;0;0;252;3;42;281;88;1112;0
1.21.0331;SiesaFE Colombia - Siesa 8.5;129;183;54;0;0;0;0;0;41;11;65;0
1.21.0331;Uno.8_5 BI - MLB;19;57;38;0;0;0;0;0;0;4;6;0
1.21.0331;Uno.8_5 CM - MLB;451;696;245;0;0;775;64;348;19;56;95;0
1.21.0331;Uno.8_5 FI - MLB;225;444;219;0;0;0;0;0;42;22;67;0
1.21.0331;Uno.8_5 FM - MLB;49;73;24;0;0;794;49;291;19;3;23;0
1.21.0331;Uno.8_5 NM - MLB;226;272;46;0;0;491;74;270;18;37;62;0
1.21.0331;UnoWeb Adm Espacios;16;20;4;0;0;0;0;0;3;3;12;0
1.21.0531;Siesa BI - MLB;408;134;-274;365;222;142;74;309;22;12;34;2
1.21.0531;Siesa FrameWork;466;1076;610;986;246;694;3;284;16;2;21;4
1.21.0531;Siesa Interno;11;31;20;0;0;0;0;0;4;0;21;0
1.21.0531;Siesa Migracion;356;481;125;739;493;576;15;320;60;0;90;3
1.21.0531;Siesa Mobile;63;140;77;368;0;254;18;103;2;4;6;2
1.21.0531;SiesaEE CM - IRI;392;621;229;1079;476;795;5;273;7;4;9;5
1.21.0531;SiesaEE CM - MLB;1115;1230;115;1011;0;1116;285;836;141;83;341;9
1.21.0531;SiesaEE FN - GC;63;43;-5;0;0;0;0;0;218;13;250;0
1.21.0531;SiesaEE FN y VH - IRI;1287;1197;-90;0;0;691;4;216;59;0;61;0
1.21.0531;SiesaEE FN y VH - MLB;449;468;20;0;0;541;231;476;80;20;125;0
1.21.0531;SiesaEE GP y SST - IRI;8;13;4;0;0;0;0;0;1;0;1;0
1.21.0531;SiesaEE GP y SST - MLB;58;53;-5;0;0;111;102;437;2;6;15;0
1.21.0531;SiesaEE Nomina - IRI;163;201;34;0;0;485;98;555;11;8;16;0
1.21.0531;SiesaEE Nomina - MLB;1474;1430;-44;0;0;871;22;356;73;41;103;0
1.21.0531;SiesaEE POS - IRI;160;143;-17;466;493;327;0;250;15;0;21;2
1.21.0531;SiesaEE POS - MLB;470;632;162;527;246;675;36;526;94;60;148;5
1.21.0531;SiesaFE Colombia;580;701;121;0;0;121;0;53;104;35;427;0
1.21.0531;SiesaFE Colombia - Siesa 8.5;109;245;136;0;0;0;0;0;32;2;31;0
1.21.0531;Uno.8_5 BI - MLB;5;7;2;0;0;0;0;0;0;1;3;0
1.21.0531;Uno.8_5 CM - MLB;225;347;122;0;0;394;32;184;22;27;44;0
1.21.0531;Uno.8_5 FI - MLB;80;87;7;0;0;0;0;0;27;9;38;0
1.21.0531;Uno.8_5 FM - MLB;21;25;4;0;0;364;21;204;8;1;12;0
1.21.0531;Uno.8_5 NM - MLB;114;150;36;0;0;257;52;121;10;8;22;0
1.21.0531;UnoWeb Adm Espacios;4;4;0;0;0;0;0;0;0;1;5;0
1.21.1130;SiesaEE FN y VH - IRI;36;3;-33;0;0;0;0;0;1;0;0;0
